-1.000000,0.000000,0.000017,-0.000017,-0.185455,-0.982653,0.000003,-0.982653,0.185455,9.999547,-127.191072,-26.878247
1.000000,0.000000,0.000017,-0.000017,-0.185449,0.982654,0.000003,-0.982654,-0.185449,-10.000453,-127.190907,26.878691
0.900970,0.000000,-0.433882,0.258465,-0.803205,0.536711,-0.348496,-0.595703,-0.723663,-37.905976,-111.644626,-55.665200
0.222518,0.000000,-0.974929,0.580768,-0.803205,0.132555,-0.783067,-0.595703,-0.178728,-67.154847,-111.644609,-5.070287
-0.623494,-0.000000,-0.781828,0.465736,-0.803206,-0.371416,-0.627969,-0.595702,0.500794,-45.834516,-111.644480,49.342753
-1.000000,0.000000,0.000003,-0.000001,-0.965073,-0.261981,0.000003,-0.261981,0.965073,10.000333,-79.691346,102.709701
-0.707107,0.000000,0.707107,-0.185248,-0.965073,-0.185248,0.682410,-0.261980,0.682410,79.697836,-79.691311,65.555700
-0.000003,0.000000,1.000000,-0.261981,-0.965073,-0.000001,0.965073,-0.261981,0.000003,102.709766,-79.691346,-9.999667
0.707104,0.000000,0.707110,-0.185250,-0.965073,0.185248,0.682413,-0.261982,-0.682406,65.556000,-79.691430,-79.697471
1.000000,0.000000,0.000003,-0.000001,-0.965073,0.261982,0.000003,-0.261982,-0.965073,-9.999667,-79.691514,-102.709636
0.707107,0.000000,-0.707107,0.185250,-0.965073,0.185250,-0.682409,-0.261983,-0.682409,-79.697706,-79.691549,-65.555570
-0.000003,-0.000000,-1.000000,0.261982,-0.965073,-0.000001,-0.965073,-0.261982,0.000003,-102.709571,-79.691514,10.000333
-1.000000,0.000000,0.000006,-0.000005,-0.530845,-0.847469,0.000003,-0.847469,0.530845,10.000126,-128.238525,21.327874
-0.707110,-0.000000,-0.707104,0.185248,-0.965073,-0.185250,-0.682406,-0.261982,0.682413,-65.555270,-79.691430,79.698071
-1.000000,0.000000,0.000015,-0.000015,-0.185454,-0.982653,0.000003,-0.982653,0.185454,9.999597,-127.191065,-26.878264
1.000000,0.000000,0.000015,-0.000015,-0.185449,0.982654,0.000003,-0.982654,-0.185449,-10.000403,-127.190918,26.878658
-1.000000,0.000000,0.000005,-0.000004,-0.530845,-0.847469,0.000003,-0.847469,0.530845,10.000112,-128.238527,21.327867
-0.000005,0.000000,1.000000,-0.847469,-0.530845,-0.000004,0.530845,-0.847469,0.000003,21.327971,-128.238527,-9.999888
